track_id,reward_score,tempo,key,duration,genre,caption
midicaps_1bba32941542752d1f937ea03bb83cd9,-0.7676647305488586,115,F# major,149,"electronic,classical","A film-like electronic composition in F# major, featuring a blend of piano, harmonica, synth strings, acoustic guitar, and recorder. The piece evokes a sense of relaxation and spaciousness, with epic and melodic elements woven throughout. Set in a 4/4 time signature, it unfolds at a moderate tempo of 115 beats per minute, with a chord progression of Abm, F#6, and Abm7 adding to its captivating ambiance."
midicaps_1622d7ae5c43fba04d51865f4414c3f3,-0.2220253348350525,134,F major,256,"rock,pop","A melodic and upbeat rock and pop song featuring a string ensemble, piano, clean electric guitar, slap bass, and drums. Set in the key of F major with a 4/4 time signature, it maintains a fast tempo of 134 beats per minute. The chord progression primarily alternates between Bb and F throughout the piece, contributing to its energetic and motivational atmosphere."
midicaps_1f94f64f72af98fd92f206293b281f6f,-1.4002089500427246,74,C# major,91,"classical,soundtrack","A classical piece that could be part of a film soundtrack, this short song features a recorder playing a relaxing melody. With a tempo of 74 beats per minute, it moves at an Andante pace in 4/4 time. The key is C# major, and the chord progression includes C#, Fm, and Ab. The overall mood is emotional and well-suited for a dramatic or documentary-style film."
midicaps_1e864005fcc8f7acd3acc4227666dd04,0.8406128287315369,101,Eb minor,247,"pop,electronic","A melodic pop song with electronic elements, featuring a clavinet, brass section, piano, electric bass, and electric guitar. Set in the key of Eb minor with a moderate tempo, it evokes feelings of happiness and love, making it suitable for the Christmas season. The chord progression of Ebm7, Bb7, B7, Bb7, and A7 adds to its captivating sound."
midicaps_193f6da78a623ece7593aa129c501a4f,-0.6857109069824219,166,B major,166,"pop,rock","A joyful and uplifting pop rock song featuring a piano, acoustic guitar, clean electric guitar, fretless bass, and drums, all working together to create a melodic and positive atmosphere. Set in the key of B major with a 4/4 time signature, this fast-paced tune revolves around the chord progression of A6, B, E6, and B. The corporate vibe makes it suitable for a variety of settings, while the infectious happiness it exudes is sure to put a smile on your face."
midicaps_1c72504009e57e0ce9a98dd129d3805d,-0.5455440878868103,150,C major,256,"electronic,soundtrack","A dark and melodic electronic soundtrack featuring synth bass, sitar, piano, and drums, set in a 3/4 time signature with a Vivace tempo. The song is in the key of C major and revolves around the chord progression of E, C, G, Em, and D, creating an epic and cinematic atmosphere."
midicaps_10fd728b95d931b4ed9b80472e0bedec,-1.0835894346237183,132,C# minor,90,"electronic,ambient","A melodic electronic track with a spacey, dreamy vibe, featuring a Hammond organ, sitar, string ensemble, synth bass, and piano, set in the key of C# minor with a fast tempo and 4/4 time signature, incorporating a chord progression of Fm, C#, and Eb throughout this short song."
midicaps_112139e8b17be9cae1bd14df56e52f14,-0.13409581780433655,136,F major,14,"electronic,classical","A short fragment of energetic electronic and classical music, featuring a piano playing in the key of F major at an Allegro tempo, evoking a sense of darkness and epic action suitable for film."
midicaps_1ae5e3999b6beaf5ca7e3680b87e7181,-0.015988502651453018,170,C major,126,"electronic,rock","A joyful and melodic electronic rock song with a very fast tempo, featuring electric guitar, clavinet, drums, fretless bass, and music box, set in the key of C major with a chord progression of C, F, and G, evoking a positive and game-like atmosphere."
midicaps_1a20c7ecf60469366d1121ea48fd3f6e,0.3038206994533539,108,C major,71,"classical,electronic","A short classical piece with electronic elements, featuring a solo piano playing in a moderato tempo and 4/4 time signature. Set in the key of C major, it evokes a dark, melodic, and emotional atmosphere, suitable for film soundtracks. The composition includes a chord progression of G7/B, Am7, Dm, C, and Em7."
midicaps_17dc5572a76f8e495751ef74ba19820d,-2.0786941051483154,88,B minor,262,"electronic,experimental","A melodic and dark electronic song with a moderate tempo, featuring a synth lead, synth drum, electric bass, synth effects, and synth brass. The piece is in B minor and 4/4 time signature, with a chord progression of B, A, Bm, and A."
midicaps_1bdbd7f3ac595612d926d46206fff0c0,-0.7445718050003052,166,D minor,51,"electronic,ambient","A very fast and short electronic piano piece in D minor, featuring a melodic and energetic mood that would be suitable for use in films, evoking a mix of happiness and relaxation through its 4/4 time signature and chord progression of C6, Dm, Bb6, C, and F."
midicaps_13e6a44bba523a2f63a2de320dd657d1,-0.6160169839859009,120,C major,194,"pop,classical","A festive Christmas pop song with classical influences, featuring a piano lead accompanied by a string ensemble, fretless bass, brass section, and trombone. Set in C major with a 4/4 time signature, it maintains an Allegro tempo throughout. The piece is characterized by a melodic and joyful mood, making it suitable for corporate or film settings."
midicaps_189bdd2adba78518dc3ef364248020ce,-1.1518445014953613,115,E minor,227,"classical,soundtrack","A classical piece that could be part of a film soundtrack, this composition is a soothing blend of acoustic guitar, flute, clarinet, oboe, and contrabass. With a tempo of 115 beats per minute, it's set in the key of E minor and maintains a 4/4 time signature throughout. The chord progression of Em, D, Dm, A, and Am adds to its emotional and romantic ambiance, making it an ideal choice for a relaxing listening experience."
midicaps_1dfe6bae8cdfb5d7e48f1545a048f4a4,-0.44681110978126526,127,Ab major,221,"electronic,rock","An uplifting electronic rock song featuring overdriven guitars, brass, strings, bass, and drums, set in the key of Ab major with a lively Allegro tempo and 4/4 time signature, characterized by a melodic and motivational mood, with a chord progression of E, Abm, C#m, and Ebm."
midicaps_12e83360400c28a046cb64109c77f05c,-0.7602909803390503,120,F major,32,"pop,classical","A short, melodic Christmas song that blends elements of pop and classical music, featuring a lively interplay between piano, rock organ, honky-tonk piano, reed organ, and French horn. Set in the key of F major with a 4/4 time signature, this cheerful tune moves at an Allegro tempo, creating a festive atmosphere perfect for the holiday season."
midicaps_13b52c6317bde769c9c1929a572739fe,-0.43599948287010193,125,A minor,221,"rock,electronic","A high-energy rock song with a dark and epic feel, featuring distorted and overdriven guitars, electric bass, drums, and piano. Set in A minor with a 4/4 time signature, it moves at an Allegro tempo of 125 BPM. The melodic composition revolves around the chord progression of E, Bmaj7, D, and A."
midicaps_1a98ef3344de97835c9f618eeab9e2cf,0.29579222202301025,126,Bb minor,205,"pop,rock","A heartfelt pop song in Bb minor, driven by a solo piano, evokes an emotional journey through love and happiness. With a 4/4 time signature and an Allegro tempo, the melody unfolds over a chord progression of Bbm, Eb, Fm7, and C#."
midicaps_1fd3b87d8252e450ed3656a2e9317e4b,-0.643092930316925,97,Ab major,247,"electronic,ambient","A relaxing electronic ambient song in Ab major, featuring a string ensemble, synth pad, choir, vibraphone, and synth bass. The piece maintains a steady 4/4 time signature and a Moderato tempo of 97 bpm, with a chord progression of Ab, Cm, Fm, and Cm. The spacious and melodic composition evokes a meditative atmosphere, transporting the listener on an epic journey."
midicaps_14b64f7dc5c235e5b04ba1db7083089e,0.4565117657184601,180,C major,160,"classical,electronic","A classical piece with electronic elements, this song evokes a cinematic and relaxing atmosphere. Set in a lively 6/8 time signature, it features a string ensemble, orchestral harp, trumpet, and brass section. The key of C major prevails, with the chords G and C repeating throughout. At a very fast tempo, the melodies unfold, creating a joyful and romantic ambiance."
midicaps_15581f43db5f2a3d1e942c99a889a34e,0.769122302532196,240,G major,277,"electronic,pop","A lively electronic pop song featuring a French horn, electric piano, synth voice, rock organ, and fretless bass, set in the key of G major with a very fast tempo of 240 beats per minute and an 8/4 time signature. The melodic composition evokes a happy and relaxing mood, suitable for corporate or background music, with a chord progression that frequently revolves around D, G, D/A, and G."
midicaps_111943744b5f9873e3ad5ce3a0b6f384,1.3253026008605957,120,A minor,248,"electronic,pop","A meditative and relaxing electronic pop song featuring a string ensemble, piano, drums, synth strings, and flute. Set in A minor with a moderate tempo of 120 bpm, it maintains a 4/4 time signature throughout. The chord progression of Am, Em7, Am, G, and F lends a soothing and melodic quality to the piece, evoking a sense of happiness and capturing the essence of the Christmas season."
midicaps_153f5dff8543e84673888ea561da33fa,-2.2766988277435303,230,C major,145,"electronic,pop","This electronic song in C major features a brass section, baritone saxophone, muted trumpet, piano, and tenor saxophone, creating a melodic and energetic atmosphere. With a unique 5/4 time signature and a rapid Prestissimo tempo of 230 beats per minute, the piece takes the listener on a dynamic journey through a series of chords including Bbmaj7, G7, C6, Bb, and Bm7."
midicaps_146d650190a186754450bfc0717eab08,-0.6349638104438782,128,D minor,15,"electronic,dance","A short, energetic electronic dance fragment in D minor, featuring a melodic and happy vibe with a hint of retro charm, perfect for summertime. It maintains a steady 4/4 time signature and an Allegro tempo of 128 beats per minute, with a brief appearance of the Dm and Am7 chords."
midicaps_1a0bf0e6b783090059ed575243b1c45a,-0.10636787861585617,69,C major,280,"pop,rock","A melodic pop rock song in C major, characterized by a slow tempo and a 2/4 time signature. The honky-tonk piano takes the lead, accompanied by a string ensemble, electric bass, and drums. The chord progression of D, G, and C forms the backbone of this epic and relaxing piece, evoking a sense of love and a hint of Christmas spirit."
midicaps_12773908fb6cfac986c800a41c685759,1.325002908706665,120,C major,173,"electronic,pop","An uplifting electronic song featuring pizzicato strings, a string ensemble, choir vocals, electric bass, and acoustic guitar, all contributing to its melodic and happy atmosphere. Set in C major with a moderate tempo, the piece maintains a 4/4 time signature throughout its duration."
midicaps_15ee0655019df1ecf13309a07742cca9,1.062323808670044,76,G major,231,"pop,rock","A relaxing pop song in G major, featuring a piano, electric guitars, and a string ensemble, with voice oohs adding a soothing touch. The tempo is set at a gentle Andante, and the piece maintains a 4/4 time signature throughout. The chord progression of G, C, D, G, and C lends a sense of familiarity and comfort, perfectly complementing the song's themes of love and meditation."
midicaps_159a2845dcddde288b3bc2920eb5b0d2,-0.24743768572807312,175,F# major,81,"classical,electronic","A very fast-paced classical piece with electronic elements, featuring a piano playing energetic and melodic lines in the key of F# major. The time signature is set to 2/4, and the main chords are C# and F#. Despite its short duration, this composition evokes a range of moods, from dark to happy, making it suitable for use in film."
midicaps_15dbc77c213985f5479db1eceed75832,-1.1672699451446533,125,C major,34,"soundtrack,pop","A short, fast-paced soundtrack or pop song that evokes a dark and emotional atmosphere, with melodic elements that lend themselves to a film setting. The piece is in the key of C major, has a 4/4 time signature, and features a chord progression of G, Am, Gm, N, and C."
midicaps_16da607f446a8e1a2aa3d1aaefd030a1,1.1371738910675049,89,F major,103,"pop,rock","A melodic pop ballad expressing love, this short song in F major features a piano and acoustic guitar accompanied by a string ensemble, synth bass, and church organ. With a relaxed Andante tempo and 4/4 time signature, it follows a chord progression of C, F, Bb, and F, creating a soothing and happy atmosphere."
midicaps_133231a6c8bb83731447db27db07d1f2,-0.18213927745819092,67,Bb major,247,"electronic,pop","A slow-paced electronic pop song with a Christmas vibe, featuring electric piano, string ensemble, drums, acoustic guitar, and electric bass. The melody is set in the key of Bb major with a 2/4 time signature, creating a relaxing and happy atmosphere."
midicaps_1a6a2b0842e7c5f26d84351a8b09a715,-1.7039841413497925,96,F major,65,"classical,pop","A charming blend of classical and pop, this short Christmas song in F major exudes a melodic and relaxing ambiance. Performed at a moderate tempo, the piano, music box, pan flute, synth voice, and string ensemble weave together a delightful tapestry of sound. The piece maintains a 4/4 time signature throughout, with the chords F and C7 providing a gentle harmonic foundation."
midicaps_16971bd738e49b9ec3251c9b21b88176,1.436450719833374,72,C major,310,"pop,classical","This lengthy pop and classical fusion piece, set in C major, exudes a relaxing and meditative ambiance perfect for the Christmas season. With a gentle Andante tempo and 4/4 time signature, the overdriven guitar, string ensemble, rock organ, piano, and electric bass weave together harmoniously, frequently revisiting the chord progression of F, C, Bb, F, and C, creating a soothing and romantic atmosphere that could easily complement a heartwarming film."
midicaps_104eec72501d7edeb1db54599bd0e408,1.8585774898529053,111,A major,237,"pop,rock","A melodic pop song with a touch of rock, featuring a blend of piano, clean electric guitar, acoustic guitar, and overdriven guitar, creating a joyful and motivational atmosphere with a hint of Christmas spirit, set in the key of A major with a moderate tempo of 111 beats per minute and a 4/4 time signature."
midicaps_14d7c9ce04e096d12d437b5337d9c29c,-0.7401573061943054,120,Eb major,243,"soundtrack,classical","A relaxing soundtrack piece that could be used in a film, featuring acoustic guitar, drums, Hammond organ, French horn, and string ensemble. The song has a Christmas vibe and evokes an emotional and epic feeling. It is in the key of Eb major with a moderate tempo of 120 bpm and a 4/4 time signature. The main chord progression is Eb, Fm, Bb, Eb, Fm."
midicaps_103f0ccc48feff0a1af7b3f2f933c7cd,-0.3884489834308624,120,C major,154,"pop,classical","A cheerful Christmas pop song featuring pizzicato strings, accordion, drums, trombone, and acoustic bass, set in the key of C major with a 4/4 time signature and an Allegro tempo, creating a melodic and adventurous atmosphere with a touch of corporate flair, as it alternates between the chords G7 and C."
midicaps_1278b6a4657c5fa782e3dd223a02d19c,1.1560239791870117,127,E major,161,"pop,electronic","A motivational pop and electronic song featuring a piano, electric guitar, bass, string ensemble, and drums, creating a happy and positive corporate atmosphere. Set in the key of E major with a 4/4 time signature, it moves at an Allegro tempo of 127 beats per minute, with the chords E, A6, and A appearing throughout."
midicaps_15f08ae3ecfb13ca7f23202ed3f6d2e5,-0.7778071761131287,144,Eb minor,8,"electronic,pop","A short, energetic electronic fragment in Eb minor, featuring a dark yet melodic vibe, with a single occurrence of the chords Bb and F#maj7, set in a lively 4/4 time signature at a Vivace tempo."
midicaps_13612660d66834423c56287e255b13fc,-1.3634514808654785,126,F major,243,"electronic,pop","A melodic and upbeat electronic pop song featuring distorted guitar, orchestral harp, slap bass, piano, and string ensemble. Set in the key of F major with a fast tempo of 126 BPM, it maintains a 4/4 time signature throughout. The chord progression of Bbmaj7, Gm, Am7, Dm7, and E7 adds a touch of harmonic intrigue to this energetic and corporate-sounding track."
midicaps_1dd5c1a76a0b11fcb47badbe5cee6224,1.5132193565368652,106,Ab major,305,"electronic,pop","A lengthy electronic composition with a touch of pop, this melodic piece evokes a festive, Christmas-like atmosphere while also offering moments of relaxation and meditation. Performed by an ensemble of flute, piano, drums, harpsichord, and fretless bass, it maintains a steady 4/4 time signature and a moderate tempo. Set in the key of Ab major, the harmonic structure revolves around the chords of Ab, Bb, and Eb, which recur frequently throughout the piece."
midicaps_173528dcedc6098f486a32b616f9e2ed,1.6826882362365723,85,Bb major,206,"electronic,easylistening","A melodic and relaxing electronic song with a touch of easy listening, featuring piano, drums, overdriven and clean electric guitars, and a string ensemble, all coming together to create a meditative and happy atmosphere with a hint of Christmas spirit, set in the key of Bb major with an Andante tempo and an uncommon 1/4 time signature."
midicaps_105c49b613fa70d8509eb8e8cab1fdfc,-1.8303368091583252,165,F major,157,"electronic,rock","An epic electronic song with a dark and melodic vibe, featuring a synth lead, distorted guitar, trumpet, slap bass, and drums. It's in the key of F major with a 4/4 time signature and a Presto tempo of 165 BPM. The main chord progression is A and Fmaj7."
midicaps_18f37bd3a7ff4bc37930b49ec0ef31da,1.9547514915466309,151,E minor,164,"pop,electronic","A festive pop song with electronic elements, featuring electric piano, clean electric guitar, alto saxophone, and drums, all contributing to its melodic and motivational atmosphere. Set in the key of E minor with a fast tempo of 151 beats per minute, this Christmas-themed composition maintains a steady 4/4 time signature throughout its duration."
midicaps_118dc7024ff75b0bc860f7033dc24982,-0.27833494544029236,150,C major,6,"electronic,pop","A very short fragment of energetic electronic music with a piano playing a single F, Fm, E, Em chord sequence at a fast tempo in C major and 4/4 time signature."
midicaps_181f95e8a6bd0838bca39f83e6678cb0,-0.5510568022727966,92,G major,208,"classical,soundtrack","A classical piece, potentially used as a soundtrack, featuring a solo piano. The composition is set in G major with a 2/4 time signature and a moderate tempo of 92 beats per minute. Throughout the song, the chords Dm and G are repeated frequently, contributing to the dark, melodic, and emotional atmosphere, while also evoking a sense of relaxation and a cinematic quality."
midicaps_138124142ba61857278d0b8f8afb2f9d,0.5038471817970276,153,C major,109,"electronic,rock","A joyful and motivational electronic and rock fusion track featuring a brass section, piano, marimba, acoustic bass, and drums. With a fast tempo and set in the key of C major, this short song is perfect for corporate or Christmas settings. The main chord progression alternates between G and C, creating a cheerful and melodic atmosphere."
midicaps_1fd46a3deefe252d3e30c081be3c1d14,0.0005135536193847656,140,B major,84,"classical,soundtrack","A classical piece with a cinematic flair, this short composition in B major evokes a powerful emotional response. Driven by a brisk Allegro tempo and a 2/2 time signature, it's a whirlwind of dramatic intensity. The bassoon, flute, oboe, and French horn join forces to create a soundscape that's both epic and action-packed, with a chord progression of Ebm, E, F#, and B adding to its captivating allure."
midicaps_164138357d5e68df36dd69f8aae5aa48,-0.6146727800369263,100,G major,156,"electronic,pop","A cheerful and melodic electronic pop song with a Christmas vibe, featuring fiddle, banjo, electric bass, drums, and trumpet. Set in the key of G major with a 4/4 time signature, it moves at a moderate tempo of 100 beats per minute, with a chord progression of D, G, and C."
midicaps_1aec30e35dbf3aa5b25f2c74e36954f7,-1.588735580444336,120,C major,272,"electronic,ambient","A melodic and relaxing electronic ambient song featuring synth voice, synth pad, electric bass, drums, and pizzicato strings. The piece evokes a dreamy and meditative atmosphere, transporting the listener to a tranquil space. Set in the key of C major with a moderate tempo of 120 bpm, the composition maintains a 4/4 time signature throughout its duration."
midicaps_1a6cd43a4f88f8a3a2764e0c75da85be,-0.9114950299263,88,Ab major,278,"pop,rock","A cheerful pop Christmas song with a touch of rock, featuring electric piano melodies, synth pads, electric bass, and drums. Set in the key of Ab major with a moderate tempo, it revolves around a frequently recurring chord progression of Ab, Fm, Cm, Ab, and Fm, creating a warm and loving atmosphere perfect for the holiday season."
midicaps_12b2bf6569c074188049c8885bb9b964,1.1980338096618652,88,Eb major,183,"soundtrack,classical","A classical soundtrack piece that evokes a festive Christmas spirit, featuring a piano, string ensemble, acoustic guitar, drums, and acoustic bass. The composition is set in the key of Eb major with a 4/4 time signature and an Andante tempo, creating a relaxing and happy atmosphere. The chord progression of Eb, Ab/Eb, Adim, Eb/Bb, and Bb7 adds an epic and cinematic quality to the song."
midicaps_1f180760215410196914c1b45378f3cf,-1.186511754989624,120,F major,122,"electronic,pop","A melodic electronic and pop song featuring a piano, set in the key of F major with a 4/4 time signature and an Allegro tempo of 120 BPM, evoking a mix of emotions from happiness to relaxation, suitable for use in films."
midicaps_10c5d4cf299c3a1e6193778f2df35619,-0.7592635750770569,120,C major,138,"electronic,classical","An energetic and melodic electronic song with a moderate tempo, set in the key of C major and featuring a piano. It evokes a happy and relaxing mood, suitable for use in films. The piece follows a 4/4 time signature and incorporates a chord progression of F, G7/B, C, and Dm."
midicaps_13ea2070a2722fa08b51e2ef999183d0,0.5043134093284607,82,E major,191,"electronic,ambient","A melodic electronic ambient song with a touch of darkness, set in the key of E major and a 4/4 time signature. Tubular bells, electric guitar, synth effects, synth pad, and oboe weave together to create an epic, space-like atmosphere. The tempo is a steady Andante, and the chord progression of A, B, and E forms the harmonic backbone of this captivating piece."
midicaps_13f1a02d683785697b0d3b340ca292dd,0.48262181878089905,100,C major,79,"pop,classical","A cheerful and melodic pop Christmas song with classical influences, featuring acoustic guitar, vibraphone, voice oohs, and glockenspiel. Set in the key of C major with a 2/4 time signature, it maintains a moderate tempo. The harmony alternates between the chords C and G, creating a warm and loving atmosphere in this short composition."
midicaps_144dff2c2bdc8c55d1205a2e6f08bc0f,1.3738288879394531,120,A minor,380,"electronic,easylistening","This lengthy electronic piece, infused with a touch of easy listening, is a melodic and relaxing journey. The acoustic guitar takes the lead, accompanied by a string ensemble, piano, shana, and synth strings. Set in A minor and maintaining a 4/4 time signature, it moves at an Allegro tempo of 120 beats per minute. Throughout the composition, the chords E and A alternate frequently, creating a meditative atmosphere with a hint of Christmas spirit and a motivational undertone."
midicaps_1fbd5f442a633a4b7bc9e4d6a6c0e4bf,1.4383633136749268,123,G# minor,331,"pop,classical","This lengthy pop and classical fusion piece, set in the key of G# minor, exudes a relaxing and meditative ambiance with a hint of Christmas spirit. The string ensemble and acoustic guitar take the lead, supported by the rhythmic foundation of drums, overdriven guitar, and fretless bass. With a fast tempo of 123 beats per minute and an unconventional 8/4 time signature, the composition frequently revisits the chord progression of Abm, Ebm, and Emaj7, creating a melodic and soothing atmosphere that's perfect for unwinding."
midicaps_13dae32ce554301f633e46b7d47d91a9,1.640108585357666,195,G major,177,"pop,easylistening","A lively and melodic pop song featuring a tango accordion lead, accompanied by an acoustic guitar, string ensemble, fretless bass, and drums, all contributing to its energetic and uplifting atmosphere. Set in the key of G major with a 4/4 time signature, this fast-paced tune revolves around the chords of D and G, creating a joyful and motivating backdrop."
midicaps_17a8c27e2fb277f62406c38c7c353fe8,0.3619174063205719,250,G major,119,"folk,pop","A joyful and fast-paced folk Christmas song featuring banjo, piano, clarinet, trumpet, and acoustic bass, set in the key of G major with a 4/4 time signature, evoking feelings of love and happiness through its melodic composition and the chord progression of G, D7, G, C, and Eb7."
midicaps_1cc497f2e9038755fa7b581119da6167,1.3500854969024658,99,D major,117,"classical,pop","A relaxing classical piece played on an acoustic guitar in a moderate 6/8 time signature. Set in the key of D major, it features a chord progression of D, G, A7, D, and F. The composition evokes a sense of love and tranquility, making it suitable for meditative moments or as a soundtrack for a heartwarming film scene."
midicaps_1ac0573cb6dbf7411d0f1fb24463ec4d,0.47070929408073425,100,D major,195,"pop,rock","A cheerful pop Christmas song with a touch of rock, featuring a piano, vibraphone, and drums. The melody is set in the key of D major with a moderate tempo and a 4/4 time signature. The chord progression of A7, D7, and G adds to the joyful atmosphere, making it a perfect tune for the holiday season."
midicaps_14e8483f949577b6387d19d4c254d29e,-0.2728417217731476,121,D minor,226,"pop,electronic","A cheerful and motivational pop and electronic song featuring a piano playing melodies in D minor. The piece maintains a steady 4/4 time signature and an Allegro tempo of 121 beats per minute. The chord progression of Gm7, Am7, and Dm7 adds to the uplifting corporate vibe, making it suitable for background music."
midicaps_13b1d55507998edfe8ee256372e8c28e,-1.0021005868911743,138,D major,268,"rock,electronic","A melodic and energetic rock song with electronic elements, featuring distorted guitars, electric bass, synth strings, alto saxophone, and synth voice. Set in the key of D major with a 4/4 time signature, it moves at a fast tempo of 138 BPM. The composition is characterized by a chord progression of Bm, A6, Bm, F#m7, and G, contributing to its uplifting and slightly dark atmosphere."
midicaps_1b2b4df854b5dd472f199a0f9fce34f0,1.335603952407837,130,G minor,185,"pop,jazz","A festive Christmas song that blends elements of pop and jazz, featuring a lively interplay between piano, tenor saxophone, acoustic guitar, bass, and drums. With a fast tempo and a 4/4 time signature, this melodic piece in G minor exudes happiness and captures the joyous spirit of the holiday season."
midicaps_1cc41bcd4a0df0de6998757b039a55b0,1.1717389822006226,47,D major,165,"classical,soundtrack","A soothing classical piece, likely to be featured in a soundtrack, this song is characterized by its slow tempo and 2/4 time signature. The acoustic guitar takes the lead, weaving a melodic and inspiring tapestry of sound. Set in the key of D major, the composition features a chord progression of D/A, G/A, A7, D, and F, creating an atmosphere of love and relaxation."
midicaps_15259480e99cb76eb781e66e26ec478b,-1.3029229640960693,168,G major,155,"electronic,pop","A lively electronic pop song in G major, characterized by a fast Presto tempo and a 4/4 time signature. The mood is upbeat, melodic, and energetic, with a hint of cinematic flair. The chord progression of D7, G, Am, D7, and G adds to the song's dynamic appeal."
midicaps_1100a45243b584e754469ee009674edc,0.6351171135902405,100,Bb major,21,"classical,pop","A short fragment of classical music with a pop influence, featuring a clarinet playing the melody accompanied by piano and ocarina. The piece is in the key of Bb major with a moderate tempo and a 4/4 time signature, evoking a happy and relaxing mood suitable for film or romantic settings."
midicaps_17e25e3e3ba96c4c650dfe9e9e4fbf8a,-1.2306575775146484,45,Bb major,304,"classical,electronic","A long, slow-paced classical piece with electronic elements, featuring a piano accompanied by synth effects and a choir. The composition evokes a cinematic atmosphere, with a blend of relaxing and dark moods. Set in the key of Bb major and maintaining a 4/4 time signature, it progresses through a chord sequence of Dm and Eb, contributing to its meditative and emotional ambiance."
midicaps_1f5764adf0b57d2da1021e0ba8b44b05,-0.7377987504005432,135,C minor,120,"electronic,classical","A slow and dark electronic piece with classical influences, featuring a clavinet playing melodies in C minor. The song is in 3/8 time signature and moves at an Allegro tempo. It contains a single occurrence of the chord progression Bbm7, Ab, Bbm, Fm, and Cm."
midicaps_146d3e9ffdd24762f59dda627e5350c4,-0.3766492009162903,100,C major,221,"electronic,soundtrack","A festive electronic and soundtrack composition in 6/8 time, this moderate-tempo song in C major evokes a relaxing, cinematic atmosphere. Featuring a string ensemble, French horn, acoustic and electric guitars, and tuba, the piece is characterized by a recurring chord progression of G, G7, and C. Its melodic nature and Christmas-inspired mood make it a fitting choice for the holiday season."
midicaps_1e78bc9c067125a8935b197b094cd96b,-2.369079828262329,49,Ab major,213,"pop,classical","A relaxing pop song with classical influences, set in the key of Ab major and played at a slow Largo tempo. The piece evokes a sense of melodic emotion, reminiscent of a film soundtrack. With a 4/4 time signature, it features a chord sequence of Cm, C#maj7, Cm, and Bbm7."
